iteration,algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
0,READ_ATOMIC_NOC,1000,0.95,1,4,5,5,1000000,0,34206.83714457478,35.38383578654946,31.811654053338355,103.12789614584327,80.20844784125163,57.980573754141325
0,READ_ATOMIC_NOC,1000,0.95,1,8,5,5,1000000,0,12450.4595847739,48.56295538998335,44.58978448302657,124.33589751175744,48.56295538998335,72.70721521312547
0,READ_ATOMIC_NOC,1000,0.95,1,16,5,5,1000000,0,4902.051017724122,61.657598519595446,56.68341934193366,155.88244354433382,61.657598519595446,91.40383959084745
0,READ_ATOMIC_NOC,1000,0.95,1,32,5,5,1000000,0,1888.4059819005142,80.08577185188093,73.05950204544337,213.61704766418205,80.08577185188093,80.08577185188093
0,READ_ATOMIC_NOC,1000,0.95,1,64,5,5,1000000,0,648.4402978029439,116.73934805964227,106.43285285820284,312.1359558217594,116.73934805964225,116.73934805964225
0,READ_ATOMIC_NOC,1000,0.95,1,128,5,5,1000000,0,204.4198474935141,184.8577530392084,169.13078086126646,482.82031968029423,184.8577530392084,184.8577530392084
