algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
READ_ATOMIC_LIST,100,0.95,1,16,5,5,1000000,zipfian,0.99,0.8680617308652798,1.151761517615176,1.1103542234332426,1.8462469733656175,1.3123787349631355,1.1087786259541983
READ_ATOMIC_LIST,250,0.95,1,16,5,5,1000000,zipfian,0.99,0.8525968656040133,1.1733333333333333,1.1290322580645162,1.9349276974416016,1.1960622332369546,1.209501025290499
READ_ATOMIC_LIST,500,0.95,1,16,5,5,1000000,zipfian,0.99,0.8376062817848681,1.1934445419959028,1.1484420928865373,1.9829499323410011,1.1934445419959028,1.1404457554900034
READ_ATOMIC_LIST,750,0.95,1,16,5,5,1000000,zipfian,0.99,0.8626103648958262,1.1584927097140691,1.1148944264789804,1.9154341395510701,1.1584927097140691,0.6629822280017339
READ_ATOMIC_LIST,1000,0.95,1,16,5,5,1000000,zipfian,0.99,0.8630251358118958,1.158806818181818,1.1157414014556875,1.9085923217550274,1.158806818181818,1.158806818181818
