algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
READ_ATOMIC_LORA,100,0.95,1,16,5,5,1000000,zipfian,0.99,1.1519918047800641,0.868235294117647,0.9006134969325152,0.5416393442622951,0.7619751626256652,0.9018932874354562
READ_ATOMIC_LORA,250,0.95,1,16,5,5,1000000,zipfian,0.99,1.172887258143461,0.8522727272727273,0.8857142857142857,0.5168151767749354,0.8360768965120293,0.8267872280305171
READ_ATOMIC_LORA,500,0.95,1,16,5,5,1000000,zipfian,0.99,1.1938783432582247,0.8379107405590976,0.8707448169951371,0.5042991674628089,0.8379107405590976,0.8768501221439862
READ_ATOMIC_LORA,750,0.95,1,16,5,5,1000000,zipfian,0.99,1.1592719502283813,0.8631905851585486,0.8969459136666098,0.5220748546511628,0.8631905851585486,1.5083360575351423
READ_ATOMIC_LORA,1000,0.95,1,16,5,5,1000000,zipfian,0.99,1.1587148027377492,0.8629566070115225,0.8962650294192887,0.5239463601532567,0.8629566070115225,0.8629566070115225
