algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
READ_ATOMIC_CONST_ORT,1000,0.95,1,16,5,5,1000000,zipfian,0.99,1.2277767646421351,0.8146364949446318,0.8506787330316743,0.45266884895450604,0.8146364949446318,0.8146364949446318
READ_ATOMIC_CONST_ORT,1000,0.95,1,16,10,10,1000000,zipfian,0.99,1.1480176554928296,0.8716297786720322,0.9095778197857592,0.4872741511439279,0.8716297786720322,0.8716297786720322
READ_ATOMIC_CONST_ORT,1000,0.95,1,16,15,15,1000000,zipfian,0.99,1.0992920356808722,0.9095440949877639,0.948024948024948,0.5146398694144052,0.9095440949877639,0.9095440949877639
READ_ATOMIC_CONST_ORT,1000,0.95,1,16,20,20,1000000,zipfian,0.99,1.0892594084091936,0.9178603957936573,0.9561653291914747,0.5229052374923805,0.9178603957936573,0.9178603957936573
READ_ATOMIC_CONST_ORT,1000,0.95,1,16,25,25,1000000,zipfian,0.99,1.088718600030119,0.9186253975641921,0.9567571936631103,0.5252694084011437,0.9186253975641921,0.9186253975641921
