algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
READ_ATOMIC_NOC,1000,0.95,1,16,5,5,1000000,zipfian,0.99,0.9236899689317111,1.0805246086588636,0.9812464749012972,2.9807474518686297,1.0805246086588636,1.0805246086588636
READ_ATOMIC_NOC,1000,0.95,1,16,10,10,1000000,zipfian,0.99,0.9673725757808188,1.0350381759230205,0.9211544494405522,3.2171626879798088,1.0350381759230205,1.0350381759230205
READ_ATOMIC_NOC,1000,0.95,1,16,15,15,1000000,zipfian,0.99,0.9373233666315346,1.0682487122884474,0.946656856433367,3.3772681219489735,1.0682487122884474,1.0682487122884474
READ_ATOMIC_NOC,1000,0.95,1,16,20,20,1000000,zipfian,0.99,0.9110636454179798,1.100375694217576,0.9533649134269847,3.9019046840513365,1.100375694217576,1.100375694217576
READ_ATOMIC_NOC,1000,0.95,1,16,25,25,1000000,zipfian,0.99,0.8685126836146576,1.1534509202453986,0.9905682079595124,4.24786915457268,1.1534509202453986,1.1534509202453986
