iteration,algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
0,READ_ATOMIC_LORA,1000,0.95,1,16,5,5,10,0,5344.449836332906,56.513119689554195,56.467367846321324,57.38102229705093,56.513119689554195,89.63012207255652
0,READ_ATOMIC_LORA,1000,0.95,1,16,5,5,100,0,4327.324712421112,69.77833013460005,69.82146088213065,68.95795047349802,69.77833013460005,69.77833013460005
0,READ_ATOMIC_LORA,1000,0.95,1,16,5,5,1000,0,3916.662324378224,77.17031299903117,77.3352527594217,74.03723848768847,77.17031299903117,77.17031299903117
0,READ_ATOMIC_LORA,1000,0.95,1,16,5,5,10000,0,3727.9259172541006,81.04781730218042,81.45349063913231,73.33822494281529,81.04781730218042,81.04781730218042
0,READ_ATOMIC_LORA,1000,0.95,1,16,5,5,100000,0,4446.507679056812,67.96324025225422,67.94519745715354,68.30735991753753,67.96324025225422,67.96324025225422
0,READ_ATOMIC_LORA,1000,0.95,1,16,5,5,1000000,0,5196.009212591519,58.176076029942465,57.97747473362235,61.93109943190321,58.176076029942465,87.7506714052758
