algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,num_seconds,staleness
NOC-RA,1000,0.95,1,16,5,5,1000000,zipfian,0.99,10,87.11
NOC-RA,1000,0.95,1,16,5,5,1000000,zipfian,0.99,30,89.23
NOC-RA,1000,0.95,1,16,5,5,1000000,zipfian,0.99,50,89.75
NOC-RA,1000,0.95,1,16,5,5,1000000,zipfian,0.99,100,90.26
NOC-RA,1000,0.95,1,16,5,5,1000000,zipfian,0.99,500,92.89
NOC-RA,1000,0.95,1,16,5,5,1000000,zipfian,0.99,3000,99.69
