algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,num_seconds,staleness
RAMP-F_OPW,1000,0.95,1,16,5,5,1000000,zipfian,0.99,10,96.95
RAMP-F_OPW,1000,0.95,1,16,5,5,1000000,zipfian,0.99,30,98.07
RAMP-F_OPW,1000,0.95,1,16,5,5,1000000,zipfian,0.99,50,98.38
RAMP-F_OPW,1000,0.95,1,16,5,5,1000000,zipfian,0.99,100,98.76
RAMP-F_OPW,1000,0.95,1,16,5,5,1000000,zipfian,0.99,500,99.43
RAMP-F_OPW,1000,0.95,1,16,5,5,1000000,zipfian,0.99,3000,99.99
