algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
READ_ATOMIC_LIST,1000,0.95,1,16,5,5,1000000,zipfian,0.99,0.8581692386821412,1.1647273237067153,1.1204055766793408,1.9332300142063799,1.1647273237067153,1.1647273237067153
READ_ATOMIC_LIST,1000,0.95,1,16,10,10,1000000,zipfian,0.99,0.9613084561273749,1.039422775279724,1.0074058400338552,1.5331903945111494,1.039422775279724,1.039422775279724
READ_ATOMIC_LIST,1000,0.95,1,16,15,15,1000000,zipfian,0.99,0.9555020952363238,1.119079014098793,1.090702947845805,1.5266723775406899,1.119079014098793,1.119079014098793
READ_ATOMIC_LIST,1000,0.95,1,16,20,20,1000000,zipfian,0.99,0.9669695546878264,1.0342553738117668,1.013290198478622,1.3125923190546531,1.0342553738117668,1.0342553738117668
READ_ATOMIC_LIST,1000,0.95,1,16,25,25,1000000,zipfian,0.99,0.9854110743983989,1.0148795465281057,0.9956542732979237,1.2667855351869393,1.0148795465281057,1.0148795465281057
