algorithm,threads,read_prop,value_size,txn_size,num_clients,num_servers,num_key,distribution,zipfian_constant,throughput,average_latency,read_latency,write_latency,99th_latency,95th_latency
READ_ATOMIC_NOC,1000,0.0,1,16,5,5,1000000,zipfian,0.99,0.22346913701698784,4.484322375598881,0,4.484322375598881,4.484322375598881,4.484322375598881
READ_ATOMIC_NOC,1000,0.3,1,16,5,5,1000000,zipfian,0.99,0.6553325869934561,1.5633947447900935,0.6645083207261725,1.9476702076291645,1.5633947447900935,1.5633947447900935
READ_ATOMIC_NOC,1000,0.5,1,16,5,5,1000000,zipfian,0.99,0.5223385113331441,1.8258020477815702,0.638710119129125,3.0025859135760467,1.8258020477815702,1.8258020477815702
READ_ATOMIC_NOC,1000,0.7,1,16,5,5,1000000,zipfian,0.99,0.8938977837742015,1.1340355975299672,0.7207325049051667,2.097212138812255,1.1340355975299672,1.1340355975299672
READ_ATOMIC_NOC,1000,0.95,1,16,5,5,1000000,zipfian,0.99,0.9631832889391427,1.0407828110031476,0.9484126984126985,2.795937971730479,1.0407828110031476,1.0407828110031476
